UI_20150317_000077	{@st43}Aufstiegsinformationen{/}	{@st43}전직 정보{/}				
UI_20150317_000078	{@st43}Klasse auswählen	{@st43}클래스 선택				
UI_20150317_000079	Telekinet	사이코키네스스트				
UI_20150317_000080	{@st42}%s. Kreis{/}	{@st42}%s 서클{/}				
UI_20150317_000081	Anzahl der Kreise	몇 서클				
UI_20150317_000082	Zeigt eine kurze Beschreibung der Klasse an.	클래스에 대한 간단한 설명을 이곳에 표시합니다.				
UI_20150317_000083	{@st41b}Angriff: {@sti7}%s{/}	{@st41b}공격력 {@sti7}%s{/}				
UI_20150317_000084	{@st41b}Unterstützung: {@sti7}%s{/}	{@st41b}보조    {@sti7}%s{/}				
UI_20150317_000085	{@st41b}Schwierigkeitsgrad: {@sti7}%s{/}	{@st41b}난이도 {@sti7}%s{/}				
UI_20150317_000086	{@st59}Schließen{/}	{@st59}클래스 정보 창을 닫습니다{/}				
UI_20150317_000087	Aufstiegsbenachrichtigung	전직 가능 알람				
UI_20150317_000088	{@st43} Aufstieg	{@st43}클래스 전직				
UI_20150317_000089	{@sti7}{S14} Charakter {/}	{@sti7}{s14}캐릭터{/}				
UI_20150317_000090	{@sti8}{S14} Klasse {/}	{@sti8}{s14}클래스{/}				
UI_20150317_000091	{@st44}Chat{/}	{@st44}채팅{/}				
UI_20150317_000092	An: WWWWWWWWWWWWW und 1 mehr	To. WWWWWWWW 외 1				
UI_20150317_000093	Allgemein: /s Beispieltext {nl} Schreien: /y Beispieltext {nl} Gruppe: /p Beispieltext{nl} Flüstern: /w Benutzername des Charakters Beispieltext	일반 : /s 내용{nl}외침 : /y 내용{nl}파티 : /p 내용{nl}귓속말 : /w 캐릭명 내용				
UI_20150317_000094	{@st41}Alle Chats{/}	{@st41}일반 대화{/}				
UI_20150317_000095	{@59}Beenden{/}	{@59}종료하기{/}				
UI_20150317_000096	{@59}Einladen{/}	{@59}초대하기{/}				
UI_20150317_000097	{@st59}Alle{/}	{@st59}전체{/}				
UI_20150317_000098	{@st59}Standard (/s Beispieltext){/}	{@st59}일반  (/s 할말){/}				
UI_20150317_000099	{@st59}Schreien (/y Beispieltext){/}	{@st59}외침  (/y 할말){/}				
UI_20150317_000100	{@st59}Gruppe (/p Beispieltext){/}	{@st59}파티  (/p 할말){/}				
UI_20150317_000101	{@st59}Flüstern (/w Teamname Beispieltext){/}	{@st59}귓속말   (/w 팀이름 할말){/}				
UI_20150317_000102	{@st59}Chatfenster anpassen{/}	{@st59}채팅창 크기 조절{/}				
UI_20150317_000103	{@st43}{s22}Chatmakro{/}	{@st43}{s22}채팅 매크로{/}				
UI_20150317_000104	{@st43}Makro{/}	{@st43}매크로{/}				
UI_20150317_000105	{@st59b}Makro {nl} {@st59s}– Und so geht's: {nl} 1. Ziehe ein Gestensymbol auf einen beliebigen Gesten-Slot am unteren Rand.{nl} 2. Schreibe deinen Text und speichere.{nl} 3. Mithilfe von Tastaturkürzeln kannst du gleichzeitig den Text und die Geste verwenden.{/}	{@st59b}매크로{nl}{@st59s} - 사용 방법 : {nl} 1. 상단의 제스쳐 아이콘을 하단의 제스쳐 슬롯에 등록{nl} 2. 대화문구 작성 후 저장{nl} 3. 해당 단축키를 사용해서 대사와 동시에 제스쳐 동작{/}				
UI_20150317_000106	{@st59}Schließen{/}	{@st59}매크로를 닫습니다{/}				
UI_20150317_000107	{@st41b}Speichern{/}	{@st41b}저장{/}				
UI_20150317_000108	{@st59}Speichern{/}	{@st59}등록한 내용을 저장합니다{/}				
UI_20150317_000109	{@st41b}Abbrechen{/}	{@st41b}취소{/}				
UI_20150317_000110	{@st59}Abbrechen{/}	{@st59}등록한 내용을 취소합니다{/}				
UI_20150317_000111	{@st42}Chateinstellungen	{@st42}채팅 설정				
UI_20150317_000112	{@st42}Transparenz	{@st42}투명도				
UI_20150317_000113	Chatblase anzeigen	말풍선 표시				
UI_20150317_000114	Schreie oben anzeigen	화면 상단에 외치기 내용 표시				
UI_20150317_000115	{@st43}Cheatliste{/}	{@st43}치트리스트{/}				
UI_20150317_000116	{@st42b}Gegenstand{/}	{@st42b}  아이템  {/}				
UI_20150317_000117	{@st42b}Monster{/}	{@st42b}  몬스터  {/}				
UI_20150317_000118	{@st42b}Karte verschieben{/}	{@st42b}  맵이동  {/}				
UI_20150317_000119	{@st42b}Kampfbefehl{/}	{@st42b}  전투명령  {/}				
UI_20150317_000120	{@st41b}Schließen{/}	{@st41b}닫기{/}				
UI_20150317_000121	{S16}{b}Stelle Gegenstände her, indem du entweder einen Doppelklick machst oder auf den Button "Erstellen" klickst.	{s16}{b}더블클릭 또는 생성 버튼으로 아이템을 생성할 수 있습니다.				
UI_20150317_000122	{S16}{b}pro Stck.	{s16}{b}개				
UI_20150317_000123	{S16}{b}St.	{s16}{b}레벨				
UI_20150317_000124	{@st41b}Suchen{/}	{@st41b}검색{/}				
UI_20150317_000125	{S16}{b}Beschwöre Monster, indem du entweder einen Doppelklick machst oder auf den Button "Erstellen" klickst.	{s16}{b}더블클릭 또는 생성버튼으로 몬스터를 소환할 수 있습니다.				
UI_20150317_000126	{S16}{b}pro Stck.	{s16}{b}마리				
UI_20150317_000127	{S16}{b}Wähle den gewünschten Bereich aus.	{s16}{b}원하는 지역을 선택하세요				
UI_20150317_000128	{s18}{b}Minikarte anzeigen{/}	{s18}{b}미니맵 보기{/}				
UI_20150317_000129	{@st41b}Werkzeugliste{/}	{@st41b}툴 리스트{/}				
UI_20150317_000130	{@st59b}Sammlung {nl}{@st59s}– Du kannst Gegenstände für deine Sammlung erhalten.{nl} – Der Hotkey für die Sammlung wird aktiviert, wenn du die Sammlung verwendest. {nl} {/}	{@st59b}콜렉션{nl}{@st59s} - 게임내 콜렉션 덱을 구해 아이템을 수집하면 해당 아이템 수집 가능{nl} - 콜렉션 덱 아이템 사용했을 경우 콜렉션 단축키가 활성화{nl}{/}				
UI_20150317_000131	{@st59}Schließen{/}	{@st59}콜렉션 정보를 닫습니다{/}				
UI_20150317_000132	{@st43}Sammlung{/}	{@st43}콜렉션{/}				
UI_20150317_000133	{@st43}Farbspray{/}	{@st43}컬러스프레이{/}				
UI_20150317_000134	{@st49}Farbspray{/}	{@st49}컬러스프레이{/}				
UI_20150317_000135	{@st49}Farbe{/}	{@st49}색상{/}				
UI_20150317_000136	{@st49}Verbleibend{/}	{@st49}잔량{/}				
UI_20150317_000137	{@st49}Pinsel{/}	{@st49}브러쉬{/}				
UI_20150317_000138	{@st49}{a END_EDIT_SPRAY}Zeichnen{/}{/}	{@st49}{a END_EDIT_SPRAY}그리기{/}{/}				
UI_20150317_000139	{@st49}{a SAVE_EDIT_SPRAY}Speichern{/}{/}	{@st49}{a SAVE_EDIT_SPRAY}저장{/}{/}				
UI_20150317_000140	{@st49}{a LOAD_EDIT_SPRAY}Importieren{/}{/}	{@st49}{a LOAD_EDIT_SPRAY}불러오기{/}{/}				
UI_20150317_000141	{@st49}Schließen{/}	{@st49}닫기{/}				
UI_20150317_000142	{@st43}Adoption von Begleitern	{@st43}컴패니언 분양				
UI_20150317_000143	{@st59}Gibt den Namen des Begleiters ein, den du gerade adoptiert hast.{/}	{@st59}분양 받을 컴패니언의 이름을 입력하세요{/}				
UI_20150317_000144	{@st41b}Name{/}	{@st41b}이름{/}				
UI_20150317_000145	{@st41b}Preis: %s{/}	{@st41b}가격     %s{/}				
UI_20150317_000146	{@st59}Schließen{/}	{@st59}컴패니엄 분양 창을 닫습니다{/}				
UI_20150317_000147	{@st41b}Adoptieren	{@st41b}분양				
UI_20150317_000148	{@st59}Bestätigen{/}	{@st59}분양 받을 컴패니언을 결정합니다{/}				
UI_20150317_000149	{@st43}Begleiterladen	{@st43}컴패니언 샵				
UI_20150317_000150	{@st59}Schließen{/}	{@st59}컴패니언 상점을 닫습니다{/}				
UI_20150317_000151	{@st43}Weitere Charakterinformationen{/}{@st42}	{@st43}다른 캐릭터 정보{/} {@st42}				
UI_20150317_000152	{@st59}Schließen{/}	{@st59}캐릭터 정보를 닫습니다{/}				
UI_20150317_000153	{@st41b}Informationen	{@st41b}정보				
UI_20150317_000154	{@st41b}Verlauf	{@st41b}기록				
UI_20150317_000155	Teamname	팀이륨				
UI_20150317_000156	Charaktername	캐릭이륨				
UI_20150317_000157	Kreis {#ffff00}%s;{/}%sSt. {#ffff00}%s{/}	{#ffff00}%s{/}랭크 %s {#ffff00}%s{/}레벨				
UI_20150317_000158	Krieger	젼샤				
UI_20150317_000159	Abenteuerindex {#ffff00}%s,{/}(Rang {#ffff00}%s{/}/%s)	모험지수 {#ffff00}%s{/} ({#ffff00}%s{/}위/%s)				
UI_20150317_000160	Abenteuerindex {#ffff00}%s{/} ({#ffff00}ohne Rang{/})	모험지수 {#ffff00}%s{/} ({#ffff00}Unranked{/})				
UI_20150317_000161	Erfolge gesamt: {#ffff00} %s{/}	업적달성 {#ffff00}%s{/}개				
UI_20150317_000162	Einstellungen	설정				
UI_20150317_000163	Lösche den Namen der Registerkarte, um die Registerkarte zu löschen.	탭 제목을 지우고 확인하면 탭이 삭제됩니다				
UI_20150317_000164	{@st49}Alle{/}	{@st49}전체{/}				
UI_20150317_000165	{@st49}System{/}	{@st49}시스템{/}				
UI_20150317_000166	{@st49}Reden{/}	{@st49}대화{/}				
UI_20150317_000167	{@st49}Kampf{/}	{@st49}전투{/}				
UI_20150317_000168	{@st49}Gegenstand{/}	{@st49}아이템{/}				
UI_20150317_000169	{@st43}Mitwirkende{/}	{@st43}크레딧{/}				
UI_20150317_000170	{@st43}Einstellungen für "Ziel fixieren" {/}	{@st43}타겟 고정 설정 중{/}				
UI_20150317_000171	NSC-Name	엔피씨이름				
UI_20150317_000172	Vergleichen	비교				
UI_20150317_000173	Illustration	일러스트				
UI_20150317_000174	Gespräch auswählen	대화 선택				
UI_20150317_000175	Texthilfe	텍스트 헬프				
UI_20150317_000176	{@st41}Herstellung von Gegenständen{/}	{@st41}아이템 제조{/}				
UI_20150317_000177	{@st45tw2}Der Gegenstand wird hergestellt …	{@st45tw2}아이템 제작 중...				
UI_20150317_000178	%r Sekunden	%r 초				
UI_20150317_000179	{@st41}Abbrechen{/}	{@st41}취소{/}				
UI_20150317_000180	{@st45tw2}Menge{/}	{@st45tw2}수량 {/}				
UI_20150317_000181	{@st45tw2}Möchtest du diesen Gegenstand herstellen?	{@st45tw2}아이템을 만드시겠습니까?				
UI_20150317_000182	{@st41}Bestätigen{/}	{@st41}결정{/}				
UI_20150317_000183	Questinformationen	퀘스트 정보				
UI_20150317_000184	{@st59}Handel abbrechen{/}	{@st59}거래를취소합니다{/}				
UI_20150317_000185	{@st43}Direkthandel{/}	{@st43}개인 거래{/}				
UI_20150317_000186	Meine Tauschliste	내 거래 목록				
UI_20150317_000187	Silber: %s	실버 : %s				
UI_20150317_000188	Betreten	입력				
UI_20150317_000189	{@st41}Annehmen	{@st41}수락				
UI_20150317_000190	{@st41}Bestätigen	{@st41}최종확인				
UI_20150317_000191	Tauschliste des anderen Spielers (%s)	상대방(%s) 거래 목록				
UI_20150317_000192	Name des anderen Spielers	상대방이름				
UI_20150317_000193	{s18}{ol} {gr gradation1}Kartenevent{/}	{s18}{ol}{gr gradation1}필드 이벤트{/}				
UI_20150317_000194	{s20}{ol}Besiege den Vubbe-Stamm! Möchtest du mitmachen?	{s20}{ol}부베족을 물리쳐라! 참가하시겠습니까?				
UI_20150317_000195	{s20}{ol}%s, möchtest du mitmachen?	{s20}{ol}%s 참가하시겠습니까?				
UI_20150317_000196	{s20}{ol}Teilnehmende: (1/5)	{s20}{ol}참가 인원 : (1/5)				
UI_20150317_000197	{s20}{ol}Teilnehmende: (%s/%s)	{s20}{ol}참가 인원 : (%s/%s)				
UI_20150317_000198	{s20}{ol}Das Spiel beginnt nach 1 Sekunde.	{s20}{ol}1초 후 게임이 시작됩니다.				
UI_20150317_000199	{s20}{ol}Das Spiel beginnt nach %s Sekunden.	{s20}{ol}%s초 후 게임이 시작됩니다.				
UI_20150317_000200	Dies heute nicht mehr anzeigen.	오늘 하루 보지 않기.				
UI_20150317_000201	Kartenevents nicht anzeigen.	필드 이벤트를 보지 않습니다.				
UI_20150317_000202	Am Spiel teilnehmen	게임 참여				
UI_20150317_000203	Beginne ein Spiel mit anderen Spielern.	플레이어들과 게임을 시작합니다.				
UI_20150317_000204	Spieleinladung ablehnen.	게임 참여를 하지 않습니다.				
UI_20150317_000205	Sprühvoreinstellungen	스프레이 프리셋				
UI_20150317_000206	{@st49}Auswählen{/}	{@st49}선택{/}				
UI_20150317_000207	{@st49}Abbrechen{/}	{@st49}취소{/}				
UI_20150317_000208	{@st49}Löschen{/}	{@st49}삭제{/}				
UI_20150317_000209	Dateinamen für das Speichern eingeben.	저장할 파일의 이름을 입력합니다.				
UI_20150317_000210	{@st43}Freunde	{@st43}친구				
UI_20150317_000211	{@st59}Schließen{/}	{@st59}친구 목록를 닫습니다{/}				
UI_20150317_000212	{@st59b}Freunde{nl}{@st59s}– Freunden Sie sich mit anderen Spielern im Spiel an. {nl}– Den Status deiner Freunde kannst du auf der Registerkarte "Freundesliste" überprüfen.{nl}– Auf der Registerkarte "Verwalten" kannst du deine Freunde einladen oder blocken oder Einladungen ablehnen.{/}	{@st59b}친구{nl}{@st59s} - 친구 관계는 계정 사이에 생성{nl} - 목록 탭에서 친구들의 상태 확인/삭제 가능{nl} - 관리 탭에서 초대, 거절, 차단 등의 내용을 확인{/}				
UI_20150317_000213	{@st41b}Online anzeigen{/}	{@st41b}접속한 친구만 보기{/}				
UI_20150317_000214	{@st41b}Liste	{@st41b}목록				
UI_20150317_000215	{@st41b}Verwalten	{@st41b}관리				
UI_20150317_000216	{@st41b}Freundschaftsanfrage senden	{@st41b}친구 신청				
UI_20150317_000217	{@st41b}Blocken	{@st41b}차단				
UI_20150317_000218	{@st59}Suchen{/}	{@st59}검색{/}				
UI_20150317_000219	{@st44}Gilde{/}	{@st44}길드{/}				
UI_20150317_000220	Gilde	길드				
UI_20150317_000221	Liste	명단				
UI_20150317_000222	Neuigkeiten	새소식				
UI_20150317_000223	Gildenmission	길드미션				
UI_20150317_000224	Mitglieder online	접속중인 구성원 수				
UI_20150317_000225	{@st44}Gilde erstellen{/}	{@st44}길드생성{/}				
UI_20150317_000226	{@st42}Erstellen{/}	{@st42}생성{/}				
UI_20150317_000227	{@st42}Schließen{/}	{@st42}닫기{/}				
UI_20150317_000228	{@st42}Alle{/}	{@st42}전체{/}				
UI_20150317_000229	{@st42}Heutige Rangliste{/}	{@st42}오늘랭킹{/}				
UI_20150317_000230	{@st42}Wochenrangliste{/}	{@st42}주간랭킹{/}				
UI_20150317_000231	{@st56}Rang{/}	{@st56}순위{/}				
UI_20150317_000232	{@st56}Punkte{/}	{@st56}점수{/}				
UI_20150317_000233	{@st56}Klasse{/}	{@st56}직업{/}				
UI_20150317_000234	{@st56}Name {/}	{@st56}이름{/}				
UI_20150317_000235	Vorherige Seite	이전 페이지				
UI_20150317_000236	Nächste Seite	다음 페이지				
UI_20150317_000237	{@st42}Nach ID suchen{/}	{@st42}ID 검색{/}				
UI_20150317_000238	Geben Sie die ID ein, nach der gesucht werden soll.	입력한 ID를 검색합니다				
UI_20150317_000239	Schließen Sie die Ruhmeshalle.	명예의 전당을 닫습니다				
UI_20150317_000240	Geben Sie die ID ein, nach der gesucht werden soll.	검색할 ID를 입력합니다				
UI_20150317_000241	{@st59}Ausdauer{/}	{@st59}스태미나{/}				
UI_20150317_000242	{@st43}Hilfeliste{/}	{@st43}도움말 목록{/}				
UI_20150317_000243	{@st59}Schließen{/}	{@st59}도움말 목록 창을 닫습니다{/}				
UI_20150317_000244	{@st59b}Hilfeliste{nl}{@st59s}– Solltest du Fragen haben, schau einmal in den Hilfethemen nach.{nl}– Wähle ein Thema aus, um weitergehende Informationen zu erhalten.{/}	{@st59b}도움말 목록{nl}{@st59s} - 읽었던 도움말들을 목록에서 다시 확인 가능{nl} - 원하는 항목을 선택해서 상세 보기{/}				
UI_20150317_000245	{@st43}{s22}Hilfe{/}	{@st43}{s22}도움말{/}				
UI_20150317_000246	{@st47_b}{b}Hilfethemen{/}	{@st47_b}{b}도움말 제목{/}				
UI_20150317_000247	{@st42b}Einfache Hilfeinhalte{/}	{@st42b}심플 도움말내용{/}				
UI_20150317_000248	{@st59}Details anzeigen{/}	{@st59}자세하게 보기{/}				
UI_20150317_000249	Bitte gib die Anzahl ein.	수량을 입력하세요				
UI_20150317_000250	{@st59}Inhalt eingeben{/}	{@st59}내용을 입력합니다{/}				
UI_20150317_000251	{@st41b}Bestätigen	{@st41b}확인				
UI_20150317_000252	{@st59}Bestätigen{/}	{@st59}입력 내용을 확인합니다{/}				
UI_20150317_000253	{@st41b}Schließen	{@st41b}닫기				
UI_20150317_000254	{@st59}Abbrechen{/}	{@st59}입력을 취소합니다{/}				
UI_20150317_000255	{@st43}Warpen{/}	{@st43}워프{/}				
UI_20150317_000256	{@st59}Schließen{/}	{@st59}워프 창을 닫습니다{/}				
UI_20150317_000257	{@st59b}Warpen{nl}{@st59s}– So kannst du schnell in Regionen reisen, die du vorher bereits besucht hast.{nl}– Diese Funktion wird aktiviert, wenn mindestens zwei Warp-Punkte verfügbar sind.{nl} {/}	{@st59b}워프{nl}{@st59s} - 자신이 방문한 지역으로 워프할 수 있는 시스템{nl} - 워프가 2개이상일때 워프 기능 활성화{nl}{/}				
UI_20150317_000258	{@st41}Aktuelle Position: %s{/}	{@st41}현재 위치 : %s{/}				
UI_20150317_000259	{@st43}{s22}Warpen{/}	{@st43}{s22}워프{/}				
UI_20150317_000260	{@st41b}Möchtest du in diese Region wechseln?{/}	{@st41b}이 지역으로 이동하시겠습니까?{/}				
UI_20150317_000261	Was ist mit Siauliai?	사울레이 어쩌고				
UI_20150317_000262	Verbrauchte Münzen: 0	소모 코인 : 0				
UI_20150317_000263	Intro	인트로				
UI_20150317_000264	{@st43}Inventar{/}	{@st43}인벤토리{/}				
UI_20150317_000265	{@st59}Schließen{/}	{@st59}인벤토리를 닫습니다{/}				
UI_20150317_000266	{@st59b}Ausrüstung{nl} {@st59s}– Frisur/Kostüm: Mit dieser Ausrüstung kannst das Aussehen eines Charakters verändern.{nl}– Waffe: Es können Einhand- und Zweihandwaffen ausgerüstet werden.{nl}Bei Führen einer einhändigen Waffe können auch eine Zweitwaffe oder ein Schild ausgerüstet werden.{nl}– Rüstung: Oberteil, Beinkleider, Handschuhe, Schuhe.{nl}– Accessoires: Du kannst 1 Halsband und 2 Armbänder ausrüsten.{nl} {/}	{@st59b}착용장비{nl}{@st59s} - 헤어/코스튬 : 외형 변경 가능 아이템 착용{nl} - 무기 : 한손 장비 및 양손 장비 착용 가능{nl}   (한손 장비 착용시 서브웨폰/방패 착용 가능 ){nl} - 방어구 : 상의, 하의, 장갑, 신발 착용{nl} - 악세서리 : 목걸이 1개, 팔찌 2개 착용{nl}{/}				
UI_20150317_000267	{@st59}Haarkostüm 1{/}	{@st59}헤어 코스튬1{/}				
UI_20150317_000268	{@st59}Haarkostüm 2{/}	{@st59}헤어 코스튬2{/}				
UI_20150317_000269	{@st59}Halsband{/}	{@st59}목걸이{/}				
UI_20150317_000270	{@st59}Kostüm{/}	{@st59}코스튬{/}				
UI_20150317_000271	{@st59}Oberteil{/}	{@st59}상의{/}				
UI_20150317_000272	{@st59}Handschuhe{/}	{@st59}장갑{/}				
UI_20150317_000273	{@st59}Beinkleider{/}	{@st59}하의{/}				
UI_20150317_000274	{@st59}Schuhe{/}	{@st59}신발{/}				
UI_20150317_000275	{@st59}Linke Hand{/}	{@st59}왼손{/}				
UI_20150317_000276	{@st59}Rechte Hand{/}	{@st59}오른손{/}				
UI_20150317_000277	{@st59}Armband 1{/}	{@st59}팔찌1{/}				
UI_20150317_000278	{@st59}Armband 2{/}	{@st59}팔찌2{/}				
UI_20150317_000279	{@st59}Armbinde{/}	{@st59}암밴드{/}				
UI_20150317_000280	{@st59}Suchen{/}	{@st59}입력한 이름으로 검색합니다{/}				
UI_20150317_000281	Gewicht	무게				
UI_20150317_000282	{@st43}Ausrüstungsverstärkung{/}	{@st43}장비 버프{/}				
UI_20150317_000283	{@st59}Schließen{/}	{@st59}수리 UI를 닫습니다{/}				
UI_20150317_000284	{@st42}Für Verstärkungen verfügbar	{@st42}버프 가능 장비 목록				
UI_20150317_000285	{@st42}Verbrauchen{/}	{@st42}소모 아이템{/}				
UI_20150317_000286	{@st42}Laufen	{@st42}실행				
UI_20150317_000287	{@st42}Zielgegenstand{/}	{@st42}타겟 아이템{/}				
UI_20150317_000288	{@st59}Ring 1{/}	{@st59}링1{/}				
UI_20150317_000289	{@st43}Herstellung von Gegenständen{/}	{@st43}아이템 제작{/}				
UI_20150317_000290	{@st42b}Herstellbare Gegenstände anzeigen{/}	{@st42b}재료가 있는 것만 보기{/}				
UI_20150317_000291	{@st59}Schließen{/}	{@st59}아이템 제작을 닫습니다{/}				
UI_20150317_000292	{@st43}{s22}Gegenstand teilen	{@st43}{s22}아이템 나누기				
UI_20150317_000293	{@st59}Anzahl eingeben{/}	{@st59}개수를 입력하세요{/}				
UI_20150317_000294	HP-Anzeige Monster	몬스터 체력게이지				
UI_20150317_000295	{@st44}Gegenstandsset erhalten{/}	{@st44}세트 아이템 획득{/}				
UI_20150317_000296	Tastenkrieger	키보드 워리어				
UI_20150317_000297	Kills	킬				
