QUEST_LV_0300_20150717_000078	เมื่อเข้าไปใกล้อุปกรณ์ที่ไม่รู้จักแล้วทำให้รู้สึกเหมือนถูกดูดให้เข้าไป อุปกรณ์นี้คืออะไร คุณจะไม่มีทางรู้ได้เลยหากไม่ลองสัมผัส	알 수 없는 장치에 다가가면 무언가에 이끌리듯이 그 앞으로 이동하게 됩니다. 과연 이 장치는 무엇일까요. 만져 보면 알 수 있지 않을까요?	
QUEST_LV_0300_20150717_000079	ไปหา Svitrigaila	쉬트리가일라 찾아 가기	
QUEST_LV_0300_20150717_000080	คุณเริ่มรู้สึกอ่อนแอลงเรื่อยๆ เหมือนกับว่าจิตวิญญาณกำลังจะหลุดลอยออกจากร่าง ดูเหมือนจะต้องลองใครใครสักคนมาช่วยคุณ	영혼이 빠져 나가고 있는 것인지, 점점 기운이 없어지는 것 같습니다. 이 상황을 풀어 줄 누군가를 찾아 보세요.	
QUEST_LV_0300_20150717_000081	ความปรารถนาของเขา	바라는 것은 오직	
QUEST_LV_0300_20150717_000082	สนทนากับ Svitrigaila	쉬트리가일라와 대화	
QUEST_LV_0300_20150717_000083	ดูท่าทางจะต้องลองฟังเรื่องราวจาก Svitrigaila	아무래도 쉬트리가일라의 사연을 들어봐야 할 것 같습니다.	
QUEST_LV_0300_20150717_000084	รวบรวม Poisonous Herb	독초 구하기	
QUEST_LV_0300_20150717_000085	Svitrigaila ผู้เป็น Revelator บอกกับคุณว่ามันไม่ได้เป็นเรื่องเลวร้ายอะไรที่คุณช่วยเรื่องความตายของเขา ไปตามที่เขาบอกเพื่อรวบรวม Poisonous Herbs	쉬트리가일라는 계시자로서 자신의 죽음에 도움을 주는 것도 나쁘지 않을 것이라면서 독초를 구해다 달라고 하고 있습니다. 그가 말한 곳으로 가서 독초를 구해 오세요.	
QUEST_LV_0300_20150717_000086	มอบ Poisonous Herb ให้แก่ Svitrigaila	쉬트리가일라에게 독초 갖다 주기	
QUEST_LV_0300_20150717_000087	ดูเหมือนว่าคุณจะรวบรวม Poisonous Herb ตามที่ Svitrigaila บอกได้ครบแล้ว ตอนนี้กลับไปหา Svitrigaila และมอบ Poisonous Herb ให้แก่เขา	쉬트리가일라가 말한 독초를 모두 구한 것 같습니다. 이제 돌아가 이 독초들을 쉬트리가일레에게 전해 주세요.	
QUEST_LV_0300_20150717_000088	สนทนากับ Cleric Master เพื่อขอ Holy water  ที่ Svitrigaila ต้องการ	쉬트리가일라에게 필요한 성수를 얻기 위해 클레릭 마스터와 대화 하세요.	
QUEST_LV_0300_20150717_000089	กลับไปหา Svitrigaila	쉬트리가일라에게 돌아가기	
QUEST_LV_0300_20150717_000090	Cleric Master ปฏิเสธคำขอร้องของคุณ ถึงแม้จะเสียดายแต่ก็ช่วยไม่ได้รีบกลับไปบอกเรื่องนี้กับ Svitrigaila	클레릭 마스터는 완강하게 거절 했습니다. 아쉽지만 어쨌든 이 사실을 쉬트리가일라에게 전해 주세요.	
QUEST_LV_0300_20150717_000091	มอบ Poisonous Herb ให้ Svitrigaila แล้วและเมื่อเขากิน Poisonous Herb เข้าไปแล้วดูเหมือนว่าจะไม่เห็นผลลัพธ์อะไร ลองพูดคุณกับเขาอีกครั้ง	쉬트리가일라에게 독초를 건네주었고, 그가 그 독초를 먹는 것 같았지만 효과는 보이지 않습니다. 다시 그에게 말을 걸어 보세요.	
QUEST_LV_0300_20150717_000092	เมื่อกิน Poisonous Herb เข้าไปแล้วไม่มีผลลัพธ์อะไร  ดูเหมือนว่าเขาจึงลองกินมันพร้อมกับ Holy water  ลองไปหา Cleric Master เพื่อขอ  Holy water	독초를 먹어도 효과가 없자, 아무래도 독초를 성수에 섞어 먹으면 쉬트리가일라가 바라는 바를 이룰 수 있을 것 같습니다. 클레릭 마스터를 찾아 가 성수를 얻어 오세요.	
QUEST_LV_0300_20150717_000093	ทำลาย เครื่อง Terminal	단말기 파괴	
QUEST_LV_0300_20150717_000094	สนทนากับ Svitrigaila อีกครั้ง	쉬트리가일라와 더 대화해 보세요.	
QUEST_LV_0300_20150717_000095	ทำลาย Soul Compactorเครื่อง Terminal	영혼 집약 단말기 파괴하기	
QUEST_LV_0300_20150717_000096	เพื่อช่วย Svitrigaila ดูเหมือนจะต้องทำลายอุปกรณ์ Soul Compactor ก่อน และคุณจะต้องรวบรวมเครื่องมือบางอย่างเพื่อช่วยในการทำลาย Soul Compactorเครื่อง Terminal นั้น ก่อนอื่นให้ทำลายเครื่อง Terminal อันแรกก่อน	쉬트리가일라를 도와주기 위해서는 일단 영혼 집약 장치를 파괴 해야 할 것 같습니다. 그 이전에 영혼 집약 장치의 단말기를 차례로 파괴해서 영혼 집약 장치 본체를 파괴할 도구의 재료를 구해야 한다고 합니다. 먼저 첫 번째 단말기를 파괴 하세요.	
QUEST_LV_0300_20150717_000097	ไปหา Svitrigaila	쉬트리가일라에게 알려 주기	
QUEST_LV_0300_20150717_000098	คุณทำลาย  เครื่อง Terminal แล้ว และยังประสบความสำเร็จในการกู้ Core เครื่อง Terminal อีกด้วย เอามันกลับไปหา Svitrigaila	단말기를 파괴 했습니다. 또한 단말기의 핵도 무사히 구했습니다. 이 핵을 쉬트리가일라에게 전해 주세요.	
QUEST_LV_0300_20150717_000099	ทำลายเครื่อง Terminal และกู้ Core	단말기를 파괴하고 핵 구하기	
QUEST_LV_0300_20150717_000100	ลองถาม Svitrigaila ว่าจะทำลาย เครื่อง Terminal  ต่อไปได้อย่างไร	두 번째 지역의 단말기를 파괴 하기 위해서는 어떻게 해야 하는지 쉬트리가일라와 이야기 해 보세요.	
QUEST_LV_0300_20150717_000101	บดและรวบรวม petrification powder	석화물 가루 긁어 모으기	
QUEST_LV_0300_20150717_000102	จากคำพูดของ Svitrigaila คุณต้องบดและรวบรวม petrification powder จากแร่หินที่อยู่ในพื้นที่นั้นเพื่อนำมาเป็นวัสดุทำปฏิกิริยากับexplosive powderสำหรับใช้ทำลาย เครื่อง Terminal	쉬트리가일라의 말에 따라, 단말기를 파괴 하기 위한 폭약가루의 효과 증폭을 위한 재료로 그 일대의 석화물에서 석화가루를 긁어 모아 봅시다.	
QUEST_LV_0300_20150717_000103	ระเบิด เครื่อง Terminal	단말기 폭파하기	
QUEST_LV_0300_20150717_000104	ใช้ explosive powder ที่ Svitrigaila ให้กับ petrification powders ระเบิด เครื่อง  second terminal	쉬트리가일라가 준 폭약가루와 채취한 석화물 가루로 두 번째 단말기를 폭파 시키세요.	
QUEST_LV_0300_20150717_000105	ถาม Svitrigaila  ว่าจะต้องทำลาย  เครื่อง Terminal ต่อไปได้อย่างไร	다음 단말기를 파괴 하기 위해 어떻게 해야 하는지 쉬트리가일라와 대화해 보세요.	
QUEST_LV_0300_20150717_000106	ทำลายเครื่อง Terminal	단말기 파괴 하기	
QUEST_LV_0300_20150717_000107	Svitrigaila บอกให้คุณเข้าไปใกล้กับ  เครื่อง Terminal ที่สามเพื่อน็อคดาวน์ กู้  Core  กลับคืนมาจาก petrified monster ที่อยู่ใกล้ๆ แล้วโยนมันไปที่  เครื่อง Terminal เพื่อทำลาย	쉬트리가일라의 말 대로 세 번째 단말기에 접근하면 넉다운 됩니다. 세 번째 단말기 근처의 석화 된 몬스터로부터 코어를 구해 단말기를 향해 던져서 단말기를 파괴 하세요.	
QUEST_LV_0300_20150717_000108	แล้วก็พักผ่อนตลอดกาล	그리고 영원한 안식	
QUEST_LV_0300_20150717_000109	คุณจัดการกับ เครื่อง Terminal ทั้งหมดแล้วลองกลับไปหา Svitrigaila	단말기들을 모두 없앴으니, 이제 쉬트리가일라에게 돌아가 보세요.	
QUEST_LV_0300_20150717_000110	หาวัสดุสำหรับ Magic Orb	마법 오브의 재료 구하기	
QUEST_LV_0300_20150717_000111	Svitrigaila ให้คู่มือสำหรับสร้าง magic Orb ที่จะสามารถปล่อยวิญญาณให้เป็นอิสระจาก Soul Compactorจากนั้นรวบรวมวัสดุที่จำเป็นที่ Svitrigaila ไม่สามารถหาได้จากมอนสเตอร์แล้วลองใช้คู่มือสร้าง Svitrigaila's Orb ดู	쉬트리가일라로부터 영혼 집약 장치에서 영혼을 모두 빠져 나가게 할 오브를 만들 수 있는 제작서를 받았습니다. 쉬트리가일라가 미쳐 구하지 못한 재료를 몬스터로부터 구한 뒤 제작서를 사용하여 쉬트드가일라의 마법 오브를 만들어 보세요.	
QUEST_LV_0300_20150717_000112	ทำลายSoul Compactor	영혼 집약 장치 파괴하러 가기	
QUEST_LV_0300_20150717_000113	คุณสร้าง Svitrigaila's Orb ได้แล้ว ตอนนี้เอาไปที่Soul Compactor	쉬트리가일라의 마법 오브를 만들었습니다. 이제 오브를 영혼 집약 장치에 가져가세요.	
QUEST_LV_0300_20150717_000114	ทำลายSoul Compactor	영혼 집약 장치 파괴	
QUEST_LV_0300_20150717_000115	ทำลาย Soul Compactorและเอา Svitrigaila's Orb มา	쉬트리가일라의 오브를 가지고, 영혼 집약 장치를 파괴 하세요.	
QUEST_LV_0300_20150717_000116	ติดตั้ง Svitrigaila's Orb แล้วทำให้เกิดปฏิกิริยารุนแรง พวกมอนสเตอร์บุกเข้ามา{nl}จัดการมอนสเตอร์นั้นซะ!	쉬트리가일라의 오브를 설치 했더니, 엄청난 반응을 일으키면서 몬스터들이 몰려들었습니다! 몬스터들을 물리치세요!	
QUEST_LV_0300_20150717_000117	Soul Compactor ถูกทำลายแล้ว ตอนนี้กลับไปหา Svitrigaila	영혼 집약 장치가 파괴되었습니다. 이제 쉬트리가일라에게 돌아가 보세요.	
QUEST_LV_0300_20150717_000118	กล่าวลา Svitrigaila	쉬트리가일라와 마지막 인사 하기	
QUEST_LV_0300_20150717_000119	น่าจะเป็นเวลาสำหรับฟังความต้องการของ Svitrigaila	쉬트리가일라의 소원을 들어 줄  시간인 것 같습니다.	
QUEST_LV_0300_20150729_000120	ถ้ามอบความตายให้แก่ฉัน ฉันจะปลดปล่อยคุณจากคำสาป	나의 죽음에 협조하면 그 저주를 풀어 주겠다.	쉬트리가일라
QUEST_LV_0300_20150729_000121	เกิดอะไรขึ้นทำไมร่างกายถึงขยับไม่ได้{nl}ฉันแค่อยากพักเท่านั้น	움직이지도, 떠나지도 못하는 몸 따위 어찌 된 들 무슨 상관인가.{nl}그냥 좀 쉬고 싶을 뿐.	쉬트리가일라
QUEST_LV_0300_20150729_000122	คุณต้องไปหา  poisonous weed ที่อยู่ด้านบนนั้น	저 위쪽의 독초를 구해 오면 된다.	쉬트리가일라
QUEST_LV_0300_20150729_000123	เป็นที่รู้กันว่ามันมีพิษร้ายแรงมาก	이 곳의 풀은 맹독으로 유명하지..	쉬트리가일라
QUEST_LV_0300_20150729_000124	ขอบคุณ ขอฉันลองกินดูหน่อย	고맙네. 하나씩 먹어볼까..	쉬트리가일라
QUEST_LV_0300_20150729_000125	เป็นไปตามคาดฉันยังอยู่ที่นี่{nl}ฉันรู้ว่า Cleric Master มี Holy water ที่เมื่อผสมกับ Bluebane {nl}จะสามารถฆ่าได้แม้กระทั่งปีศาจ	예상대로.. 그대로군.{nl}클레릭마스터가 들고 있다는 성수에 섞어 먹으면 마족의 몸은 쉽게 죽을 수 있지 않을까.	쉬트리가일라
QUEST_LV_0300_20150729_000126	Cleric Master!{nl}ไปหาเขาแล้วเอา Holy water มา	클레릭 마스터!{nl}그에게로 가서 성수를 얻어와 주게.	쉬트리가일라
QUEST_LV_0300_20150729_000127	ขอให้เดินทางปลอดภัยไปจนถึง Klaipeda	클라페다까지 무사하길.	쉬트리가일라
QUEST_LV_0300_20150729_000128	?{nl}soulkeeper แห่ง Dingofasil?{nl}หรือว่าจะเป็นปีศาจ ?	..?{nl}딩고파실 지구의 영혼 관리자?{nl}그 자는 마족 아닙니까?	
