QUEST_LV_0500_20190419_000001	I would rather have someone else do it if it's something that absolutely needs doing.{nl}Why does it always have to be me?	누군가는 해야 할 일이면 다른 사람이 했으면 좋겠어요.{nl}왜 저한태 이런 걸 시키는 걸까요.				케도라 상단원 이네타
QUEST_LV_0500_20200129_000064	由于柯拉佩达委託所传达员兰达的委託，必须在林克斯玛斯废墟消灭半兽人杀手。	클라페다 의뢰소의 접수원 람다의 의뢰로 링크스마스 폐허에서 오크 살수병 처치를 수행해야 합니다.				
QUEST_LV_0500_20200129_000065	由于柯拉佩达委託所传达员兰达的委託，必须在林克斯玛斯废墟消灭半兽人咒术师。	클라페다 의뢰소의 접수원 람다의 의뢰로 링크스마스 폐허에서 오크 주술사 처치를 수행해야 합니다.				
QUEST_LV_0500_20200129_000066	由于柯拉佩达委託所传达员兰达的委託，必须在林克斯玛斯废墟消灭半兽人盾兵。	클라페다 의뢰소의 접수원 람다의 의뢰로 링크스마스 폐허에서 오크 방패병 처치를 수행해야 합니다.				
QUEST_LV_0500_20200129_000067	由于柯拉佩达委託所传达员兰达的委託，必须在林克斯玛斯废墟消灭半兽人队长。	클라페다 의뢰소의 접수원 람다의 의뢰로 링크스마스 폐허에서 오크 리더 처치를 수행해야 합니다.				
QUEST_LV_0500_20200129_000068	由于柯拉佩达委託所传达员兰达的委託，必须在林克斯玛斯废墟消灭足够数量的怪物。	클라페다 의뢰소의 접수원 람다의 의뢰로 링크스마스 폐허에서 충분한 수의 몬스터 처치를 수행해야 합니다.				
QUEST_LV_0500_20200129_000069	由于柯拉佩达委託所传达员兰达的委託，必须在终结之路消灭半兽人重炮手。	클라페다 의뢰소의 접수원 람다의 의뢰로 종언의 길에서 오크 캐논병 처치를 수행해야 합니다.				
QUEST_LV_0500_20200129_000070	由于柯拉佩达委託所传达员兰达的委託，必须在终结之路消灭半兽人旗帜兵。	클라페다 의뢰소의 접수원 람다의 의뢰로 종언의 길에서 오크 깃발병 처치를 수행해야 합니다.				
QUEST_LV_0500_20200129_000071	由于柯拉佩达委託所传达员兰达的委託，必须在终结之路消灭半兽人首领。	클라페다 의뢰소의 접수원 람다의 의뢰로 종언의 길에서 오크 대장 처치를 수행해야 합니다.				
QUEST_LV_0500_20200129_000072	由于柯拉佩达委託所传达员兰达的委託，必须在终结之路消灭足够数量的怪物。	클라페다 의뢰소의 접수원 람다의 의뢰로 종언의 길에서 충분한 수의 몬스터 처치를 수행해야 합니다.				
QUEST_LV_0500_20200320_000073	等一下，你是启示者吗?	잠시만요, 혹시 계시자인가요?				세이지 파견원
QUEST_LV_0500_20200320_000074	大事不好了。{nl}神树之日以后，次元经常出现破坏的现象。{nl}	큰일입니다.{nl}신수의 날 이후로 종종 차원이 붕괴하는 현상이 나타나고 있어요.{nl}				세이지 파견원
QUEST_LV_0500_20200320_000075	不仅如此，附近的怪物们正加速著崩坏。{nl}如不阻止这一切，次元崩坏会蔓延至大陆全区域的。{nl}靠我一个人要阻止这件事情实在太困难了，所以我正请求启示者们的协助。{nl}拜託你了。	더군다나 근처의 몬스터들이 붕괴를 가속하고 있죠.{nl}막지 않으면 차원 붕괴가 대륙 전역으로 번질 거예요.{nl}저 혼자서는 벅찬일이라 계시자들에게 도움을 구하고 있습니다.{nl}이렇게 부탁드립니다.				세이지 파견원
QUEST_LV_0500_20200320_000076	请勿被捲进次元崩坏裡而丧失性命。{nl}如尚未准备妥当，请勿前往靠近。	차원 붕괴에 휘말려 아까운 목숨을 잃지 않도록 주의하세요.{nl}준비가 충분하지 않으면 가까이 가지 않는 게 좋습니다.				세이지 파견원
QUEST_LV_0500_20200320_000077	阻止次元崩坏	차원 붕괴 저지				
QUEST_LV_0500_20200320_000078	表示是启示者	계시자가 맞다고 한다.				
QUEST_LV_0500_20200320_000079	表示非启示者	계시자가 아니라고 한다.				
QUEST_LV_0500_20200320_000080	与贤者派遣员对话。	세이지 파견원과 대화하기.				
QUEST_LV_0500_20200320_000081	位于废都的贤者派遣员正在分发某个东西给启示者们，请去与贤者派遣员对话。	폐도에 위치한 세이지 파견원이 계시자들에게 무언가를 지급하고 있습니다. 세이지 파견원과 대화하세요.				
QUEST_LV_0500_20200710_000082	我们在这裡调查最近发生的寒流现象。{nl}	저희는 여기서 최근에 일어난 한파 현상에 대해 조사하고 있습니다.{nl}				크루세이더 마스터
QUEST_LV_0500_20200710_000083	经过三次的调查，终于知道绝壁下方的魔族就是造成寒流的原因。{nl}	세 차례에 걸친 조사로 이 절벽 아래에 있는 마족이 한파의 원인이라는 건 알아냈습니다.{nl}				크루세이더 마스터
QUEST_LV_0500_20200710_000084	魔族的名字是...{nl}	마족의 이름은..{nl}				크루세이더 마스터
QUEST_LV_0500_20200710_000085	格莱伊希欧。{nl}	글레이시어.{nl}				크루세이더 마스터
QUEST_LV_0500_20200710_000086	是一个叫格莱伊希欧的魔族。{nl}而且我们还发现到在特殊装置上漂浮的黑色水晶。{nl}虽然不确定其来历，但却浓缩著强大的魔力。{nl}	글레이시어라고 하는 마족입니다.{nl}그리고 특별한 장치 위에 떠 있는 검은 수정도 발견했습니다.{nl}정체가 확실하지는 않지만, 강한 마력을 응축하고 있었습니다.{nl}				크루세이더 마스터
QUEST_LV_0500_20200710_000087	几次曾试图讨伐格莱伊希欧，但都没有突破寒流和魔族的攻势。{nl}	몇 차례 글레이시어 토벌을 시도했지만, 한파와 마족의 공세를 뚫는 데 실패했습니다.{nl}				크루세이더 마스터
QUEST_LV_0500_20200710_000088	有听说过启示者们的活跃表现。{nl}请帮助我们消灭格莱伊希欧。	계시자들의 활약상은 들었습니다.{nl}글레이시어  처치를 도와주십시오.				크루세이더 마스터
QUEST_LV_0500_20200710_000089	那麽，请做好前往绝壁下方的准备后再见面吧。	그럼, 절벽 아래로 내려갈 준비를 마친 후 다시 뵙겠습니다.				크루세이더 마스터
QUEST_LV_0500_20200710_000090	前往绝壁下方后，很难再请求支援。{nl}而且要突破格莱伊希欧所掀起的寒流，应该也很困难。{nl}	절벽 아래로 내려간다면, 추가 지원을 요청하기는 힘들 겁니다.{nl}글레이시어가 일으키고 있는 한파를 버젓이 뚫고 가기도 쉽지 않을 겁니다.{nl}				크루세이더 마스터
QUEST_LV_0500_20200710_000091	我们可以助你在此搭乘铁笼车，安全抵达绝壁下方。{nl}	저희는 여기서 계시자님이 철창을 타고 절벽 아래로 무사히 내려갈 수 있도록 돕겠습니다.{nl}				크루세이더 마스터
QUEST_LV_0500_20200710_000092	格莱伊希欧就拜託你了。	글레이시어를 잘 부탁합니다.				크루세이더 마스터
QUEST_LV_0500_20200710_000093	启示者。{nl}能给我一点时间吗？{nl}	계시자님.{nl}잠시 시간 좀 내주시겠습니까?{nl}				크루세이더 파견원
QUEST_LV_0500_20200710_000094	上次在调查绝壁下方时发现了几个问题。{nl}其中，这红色液体...{nl}在那寒冷当中竟然没有结冻，只有结一层薄冰而已。{nl}	지난 번, 절벽 아래를 조사하는 중에 몇 가지를 발견한 게 있습니다.{nl}그중 이 붉은 액체..{nl}그 추위 속에서 얼지 않고 살얼음만 띄고 있더군요.{nl}				크루세이더 파견원
QUEST_LV_0500_20200710_000095	觉得有点可疑，所以採集了一些。{nl}如果有人可以委託分析的话，就交给启示者你了。	아무래도 심상치 않아 채취했습니다.{nl}혹시 분석을 맡길 만한 사람이 있다면 계시자님께 맡기겠습니다.				크루세이더 파견원
QUEST_LV_0500_20200710_000096	谢谢。{nl}分析完毕后，请再来找我。	감사합니다.{nl}분석이 완료되면 다시 저를 찾아와 주세요.				크루세이더 파견원
QUEST_LV_0500_20200710_000097	你是说分析溶液吗？{nl}虽然不是什麽难事，但有股不祥的感觉。{nl}	용액을 분석해 달라는 말씀이신가요?{nl}어려운 일은 아니지만, 불길한 짐작이 드는군요.{nl}				플레이그 닥터 마스터
QUEST_LV_0500_20200710_000098	为了准确的分析，我需要植物。{nl}附近不管什麽都可以，能帮我找一个吗？{nl}这麽说来，正好离这裡不远的地方有个长长的植物，就帮我找那个吧。	확실히 하기 위해서는 식물이 필요합니다.{nl}근처에서 어떤 것이든 상관없으니 하나만 구해주시겠습니까?{nl}그러고 보니 마침, 여기서 멀지 않은 쪽에 길게 자란 식물이 있으니 그게 좋겠네요.				플레이그 닥터 마스터
QUEST_LV_0500_20200710_000099	分析完毕后，请再来找我。	분석이 완료되면 다시 저를 찾아와 주세요.				크루세이더 파견원
QUEST_LV_0500_20200710_000100	这是...nl}	이건..{nl}				플레이그 닥터 마스터
QUEST_LV_0500_20200710_000101	看来这应该是克鲁比那。{nl}我曾经有听说过。{nl}虽然是液体的形态…我还是第一次实际看到克鲁比那。{nl}	아무래도 크루비나인 것 같군요.{nl}소문으로 들은 적이 있습니다.{nl}액체의 형태이지만.. 실제로 보는 건 처음이군요.{nl}				플레이그 닥터 마스터
QUEST_LV_0500_20200710_000102	只是这裡混杂著更多的血液。{nl}看来…应该是本来在某个人的身体裡，然后随著血液一起吐出来的。{nl}	다만, 여기에는 피가 더 많이 섞여 있습니다.{nl}아무래도.. 누군가의 몸에 있다가 피와 함께 토해낸 거로 생각합니다.{nl}				플레이그 닥터 마스터
QUEST_LV_0500_20200710_000103	比如说….那位叫格莱伊希欧的魔族。{nl}	이를테면.. 말씀하신 글레이시어라는 마족이겠네요.{nl}				플레이그 닥터 마스터
QUEST_LV_0500_20200710_000104	这是不吉利的徵兆啊。	안 좋은 징조입니다.				플레이그 닥터 마스터
QUEST_LV_0500_20200710_000105	希望你能抱著负责任的态度去调查这件事情。{nl}如果是这种东西，不可能只有平凡的魔族会想要拥有它。	이번 일에 대해서 책임을 갖고 조사해주시기를 부탁드립니다.{nl}이런 물건이라면 평범한 마족 정도만 탐낼 물건이 아닐 겁니다.				플레이그 닥터 마스터
QUEST_LV_0500_20200710_000106	你回来啦?{nl}	오셨습니까?{nl}				크루세이더 파견원
QUEST_LV_0500_20200710_000107	知道了。{nl}有关溶液的处理和调查就交给我们来负责。{nl}非常感谢你的帮忙。	알겠습니다.{nl}이 용액에 대한 처리와 조사는 저희가 맡겠습니다.{nl}도와주셔서 정말 감사합니다.				크루세이더 파견원
QUEST_LV_0500_20200710_000108	启示者。{nl}听说在史图卡斯高原野营地驻扎的士兵当中，有目击到可疑女人的消息。	계시자님.{nl}스토가스 고원의 야영지에 주둔한 병사 중에서 의문의 여인에 대한 목격담을 이야기했다는 소식을 들었습니다.				크루세이더 파견원
QUEST_LV_0500_20200710_000109	我收到了待在原地的命令。{nl}因为这是没有对大师报告的调查，所以我也很难去行动。{nl}你可以代替我去看看野营地的士兵吗？	저는 현 위치를 유지하라는 명령을 받았습니다.{nl}아무래도 마스터님에게는 보고하지 않은 조사라 제가 움직이기는 힘들 것 같습니다.{nl}저를 대신해 야영지의 병사들을 만나봐 주실 수 있으실까요?				크루세이더 파견원
QUEST_LV_0500_20200710_000110	非常感谢你的帮忙。{nl}去找位于野营地的史图卡斯分队长阿德斯，你做事情会比较轻鬆。	도와주셔서 정말 감사합니다.{nl}야영지에 있는 스토가스 분대장 아데스라는 사람을 찾아보시면 수고를 줄이실 수 있으실 겁니다.				크루세이더 파견원
QUEST_LV_0500_20200710_000111	你是听到有关目击到可疑女人而来的吗？	의문의 여인에 대한 목격담을 듣고 오셨다고요?				스토가스 분대장 아데스
QUEST_LV_0500_20200710_000112	我记得非常清楚。{nl}奇怪的是，她哭著说希望有谁能帮助她，但却无视了想要帮助她的我们。{nl}然后又自言自语地说都没有人要帮助自己。{nl}感觉精神上好像有点问题。	분명히 기억하고 있어요.{nl}이상했던 게, 누구든지 자신을 도와달라며 울면서도 도와주려는 저희를 무시하는 듯했었죠.{nl}그러면서 아무도 자신을 돕지 않는다며 중얼거리기도 했습니다.{nl}제정신 같지가 않았어요.				스토가스 분대장 아데스
QUEST_LV_0500_20200710_000113	很难理解的话，你可以问看看高原士兵莫提尔。{nl}发现那个女人的就是莫提尔。	이해하기 힘드시다면, 고원병사 모티머에게 물어보시면 됩니다.{nl}그 여인을 발견했던 게 바로 모티머였습니다.				스토가스 분대장 아데스
QUEST_LV_0500_20200710_000114	去找位于野营地的史图卡斯分队长阿德斯，你做事情会比较容易。	야영지에 있는 스토가스 분대장 아데스라는 사람을 찾아보시면 수고를 줄이실 수 있으실 겁니다.				크루세이더 파견원
QUEST_LV_0500_20200710_000115	有什麽事情吗？	무슨 일이시죠?				고원병사 모티머
QUEST_LV_0500_20200710_000116	有关女人的话，你可以问看看高原士兵莫提尔。{nl}发现那个女人的就是莫提尔。	여인에 대해서라면 고원병사 모티머에게 물어보시면 됩니다.{nl}그 여인을 발견했던 게 바로 모티머였습니다.				스토가스 분대장 아데스
QUEST_LV_0500_20200710_000117	你是在问那个女人阿。	여인에 대해서 여쭤보시는 거군요.				고원병사 모티머
QUEST_LV_0500_20200710_000118	啊！但是现在有点困难。{nl}因为有需要尽快处理的事情。{nl}在我解决事情的期间，你先去前往凯马空地的路口看看。{nl}第一次发现那女人的地方就是在那附近。	아, 하지만 지금은 곤란합니다.{nl}서둘러 처리할 일이 있어서요.{nl}제가 일을 마무리하는 동안 게히마 공터로 가는 길목을 살펴보시는 게 좋을 겁니다.{nl}그 여인을 처음 발견했던 게 그 근처였습니다.				고원병사 모티머
QUEST_LV_0500_20200710_000119	那麽，我会尽快把事情处理好，请你先去调查凯马空地的路口。	그럼, 서둘러 일을 마무리할 테니 게히마 공터의 길목을 먼저 조사해 보십시오.				고원병사 모티머
QUEST_LV_0500_20200710_000120	我会尽快把事情处理好，请你先去调查凯马空地的路口。	저는 서둘러 일을 마무리할 테니 게히마 공터의 길목을 먼저 조사해 보십시오.				고원병사 모티머
QUEST_LV_0500_20200710_000121	我正找启示者你呢。	마침 계시자님을 찾던 중이었습니다.				고원병사 모티머
QUEST_LV_0500_20200710_000122	那脚镣是...{nl}是那个女人脚腕上的脚镣吧。	그 족쇄는..{nl}그 여인의 발목에 채워져 있던 족쇄군요.				고원병사 모티머
