QUEST_LV_0200_20180327_000021	거대한 나무가 솟아오르고 나서부터 이 숲은 끔찍하게 변했습니다.{nl}특히 나무뿌리 수정은 바라보고만 있어도 겁이 납니다.	성실한 대장 부엉이
QUEST_LV_0200_20180327_000022	의지의 부엉이 조각상	
QUEST_LV_0200_20180327_000023	누군가 또 잡아먹혔나봐요.{nl}제 동료의 기운 하나가 느껴지질 않네요.	의지의 부엉이 조각상
QUEST_LV_0200_20180327_000024	여신께서 주신 신성력이 거의 남아있지 않아요.{nl}부서진 다음엔 어떻게 되는 걸까요?{nl}	의지의 부엉이 조각상
QUEST_LV_0200_20180327_000025	대장님께서 나누어 주신 힘이에요.{nl}이젠 두려워하지 않을 겁니다.	의지의 부엉이 조각상
QUEST_LV_0200_20180327_000026	더 이상 두렵지 않아요.{nl}절대 잡아먹히지 않을 겁니다.	의지의 부엉이 조각상
QUEST_LV_0200_20180327_000027	괴로운 부엉이 조각상	
QUEST_LV_0200_20180327_000028	하루하루가 정말 고통스러워요.{nl}아마 저도 곧 잡아먹히겠지요.	괴로운 부엉이 조각상
QUEST_LV_0200_20180327_000029	숲이 점점 사악한 기운으로 물들어가요.{nl}여신께선 어디로 가신 걸까요?	괴로운 부엉이 조각상
QUEST_LV_0200_20180327_000030	대장님의 마음 잘 받았습니다.{nl}몬스터에게 지지 않도록 힘낼 겁니다.	괴로운 부엉이 조각상
QUEST_LV_0200_20180327_000031	대장님께서 이렇게 애써주시는데..{nl}여신께서 돌아오실 때까지 절대로 잡아먹히지 않을 거예요.	괴로운 부엉이 조각상
QUEST_LV_0200_20180327_000032	부하 부엉이3	
QUEST_LV_0200_20180327_000033	우리는 항상 이곳에 있지만, 우리를 걱정하시는 여신께서는 어디 계시지?	부하 부엉이3
QUEST_LV_0200_20180327_000034	우리는 인간의 영혼을 위해서만 존재하는 걸까?	부하 부엉이3
QUEST_LV_0200_20180327_000035	병사 도미니크	
QUEST_LV_0200_20180327_000036	자리를 사수하라는 명령과 정찰 명령이 동시에 내려왔습니다.{nl}도대체 어떻게 하라는 건지 모르겠네요.	병사 도미니크
QUEST_LV_0200_20180327_000037	다음엔 어느 쪽이던 좋으니까 소속을 확실히 정해 달라고 꼭 말해야겠어요.{nl}아니다. 줄리안님 쪽이 더 나으려나?	병사 도미니크
QUEST_LV_0200_20180327_000038	그 정도 몬스터라면 별 문제는 없다고 보고 해도 되겠네요.{nl}참, 혹시 샘슨을 본다면 그만 놀고 정찰이나 하라고 전해주십시오.	병사 도미니크
QUEST_LV_0200_20180327_000039	전 여길 지킬 테니까 벨투이 교차로까지 순찰을 나가 주십시오.{nl}보고는 나중에 내가 따로따로 하지요.	병사 도미니크
QUEST_LV_0200_20180327_000040	병사 샘슨	
QUEST_LV_0200_20180327_000041	도미니크의 약혼반지를 찾아주세요.{nl}전 임무수행중이라 자리를 비울 수가 없습니다.	병사 샘슨
QUEST_LV_0200_20180327_000042	대충 비슷한 걸로 사다 줬는데도 저런다니까요?{nl}쪼잔하긴.	병사 샘슨
QUEST_LV_0200_20180327_000043	이 더러운건 뭐지요?{nl}어라, 안에 반지가 든 건가?	병사 샘슨
QUEST_LV_0200_20180327_000044	칼이 들어가지도 않고 꺼낼 방법이 없네요.{nl}그렇지. 불로 태워버리면 꺼낼 수 있지 않을까요?	병사 샘슨
QUEST_LV_0200_20180327_000045	이왕이면 굵지 않은 걸로 가져다 주십시오.	병사 샘슨
QUEST_LV_0200_20180327_000046	이 정도면 적당하군요.{nl}좋아. 이걸 어떻게 근무 중에 들키지 않고 태울까나.	병사 샘슨
QUEST_LV_0200_20180327_000047	이쉬시네티 벼랑에 마른 가시 나무가 잔뜩 있을 겁니다.{nl}전 경계 임무 때문에 자리를 비울 수 없으니 이번에도 부탁합니다.	병사 샘슨
QUEST_LV_0200_20180327_000048	아, 이쉬시네티 벼랑 위쪽이면 몰래 태울 수 있을 겁니다.{nl}제 마지막 부탁입니다. 불 피울 준비만 해 주시면 됩니다.	병사 도미니크
QUEST_LV_0200_20180327_000049	다신 절대로 남의 결혼식엔 상관 안할 겁니다.	병사 도미니크
QUEST_LV_0200_20180327_000050	화장실 간다고 하고 몰래 태우지요.{nl}정말 고맙습니다.	병사 도미니크
QUEST_LV_0200_20180327_000051	병사 폴터	
QUEST_LV_0200_20180327_000052	세상에, 명령서엔 이 근처 몬스터를 다 제거하라는군요.{nl}어떻게 저 혼자 이 많은 수를 감당하죠?	병사 폴터
QUEST_LV_0200_20180327_000053	저 혼자서 하긴 너무 버거웠어요.{nl}하지만 당신이 도와주신다니 정말 다행이네요.	병사 폴터
QUEST_LV_0200_20180327_000054	정말 눈물 날 뻔했어요.{nl}도움을 주셔서 정말 감사합니다.	병사 폴터
QUEST_LV_0200_20180327_000055	지휘관 줄리안	
QUEST_LV_0200_20180327_000056	정말 고맙군.{nl}괜찮다면, 자네의 힘을 좀 더 빌리고 싶네.{nl}	지휘관 줄리안
QUEST_LV_0200_20180327_000057	벨투이 교차로에서 지휘관 오루크 부대를 지원해주지 않겠나?	지휘관 줄리안
QUEST_LV_0200_20180327_000058	지휘관 오루크	
QUEST_LV_0200_20180327_000059	엄청난 실력이군.{nl}이거 줄리안에게 한잔 사야겠어.	지휘관 오루크
QUEST_LV_0200_20180327_000060	아이언바움을 지켜보면서 든 생각인데. {nl}그 친구 참 대단한 친구야.	지휘관 줄리안
QUEST_LV_0200_20180327_000061	오루크 부대는 아이언바움과의 크고 작은 전투로 지쳐 있네.{nl}자네가 힘이 되어 준다면 아주 든든할 걸세.	지휘관 줄리안
QUEST_LV_0200_20180327_000062	떠나가는 부엉이 조각상	
QUEST_LV_0200_20180327_000063	가시숲을 정화해 주는 병사들을 돕고 싶은데 제겐 그럴 힘이 없어 안타까워요.{nl}병사들을 괴롭히는 트리굴이라도 퇴치해 주실 수 있을까요?	떠나가는 부엉이 조각상
QUEST_LV_0200_20180327_000064	예전처럼 이 길을 오가는 사람들이 많아졌으면 좋겠어요.{nl}사람들은 정말 재밌거든요.	떠나가는 부엉이 조각상
QUEST_LV_0200_20180327_000065	고마워요. 괜히 저 때문에 고생하시네요.	떠나가는 부엉이 조각상
QUEST_LV_0200_20180327_000066	좋소. 니우러스 가도에서 우리 부대원들의 소식이 끊겼소.{nl}그들의 수색을 부탁하오.	지휘관 오루크
QUEST_LV_0200_20180327_000067	만약 찾아봐도 그들이 없다면, 일단은 그냥 돌아오시오.	지휘관 오루크
QUEST_LV_0200_20180327_000068	병사 칼루스	
QUEST_LV_0200_20180327_000069	아직 안쪽에 동료들이 많습니다.{nl}지원을 부탁드립니다.	병사 칼루스
QUEST_LV_0200_20180327_000070	병사 다이뉴스	
QUEST_LV_0200_20180327_000071	드리에자 습지에서 아이언바움이 공격해왔습니다.{nl}아직 도망치지 못한 대원들도 있다고요.{nl}	병사 다이뉴스
QUEST_LV_0200_20180327_000072	혼자 도망쳐 나온 게 정말 부끄럽습니다.{nl}	병사 다이뉴스
QUEST_LV_0200_20180327_000073	정착한 부엉이 조각상	
QUEST_LV_0200_20180327_000074	부탁드리고 싶은 게 있어요.{nl}병사들이 러바인러바 때문에 고생하는 게 너무 안타까워요.	정착한 부엉이 조각상
QUEST_LV_0200_20180327_000075	감사해요.{nl}이제 병사들이 편하게 작업할 수 있겠죠?	정착한 부엉이 조각상
QUEST_LV_0200_20180327_000076	따뜻한 도움 정말 감사드려요.{nl}나중에 영혼이 되어 만나게 되면 그 땐 정말 잘해드릴게요.	정착한 부엉이 조각상
QUEST_LV_0200_20180327_000077	위험하니 어서 마을로 돌아가게.{nl}도대체 병사들은 뭘 하는 건지 모르겠군.{nl}	지휘관 줄리안
QUEST_LV_0200_20180327_000078	아, 자네가 계시자라고?{nl}이거 참 난처했는데 잘 됐군. 자네의 실력을 빌리고 싶네.	지휘관 줄리안
QUEST_LV_0200_20180327_000079	아, 이제야 명령서가 왔군요.{nl}지휘관 줄리안님께 돌아가 보십시오. 	병사 폴터
QUEST_LV_0200_20180327_000080	난 아이언바움에 대한 정보를 모으고 있겠네.{nl}대왕의 관문으로 가는 길을 뚫으려면 이 놈을 퇴치하는 게 우선순위지.	지휘관 줄리안
QUEST_LV_0200_20180327_000081	그래 말해주니 정말 고맙군.{nl}자이즈다 언덕에 있는 폴터에게 이 명령서를 가져다주고 다시 돌아오게.	지휘관 줄리안
QUEST_LV_0200_20180327_000082	병사 알란	
QUEST_LV_0200_20180327_000083	신병이지? 신병이구나.{nl}나에게 정찰 임무가 내려왔는데 네가 대신 가야겠다.	병사 알란
QUEST_LV_0200_20180327_000084	신병인데 꽤 하는구나.{nl}뭔가 끔찍한 기억이 떠올라서 거긴 가고싶지 않아.	병사 알란
QUEST_LV_0200_20180327_000085	뭔가 기억이 날 것도 같은데..	병사 알란
QUEST_LV_0200_20180327_000086	우린 이 숲에 나타난 가이갈라스를 해치우기 위해 파견된 부대라는건 알지?{nl}신병. 이 보고서를 지휘관 월리스님께 가져다주겠어?	병사 알란
QUEST_LV_0200_20180327_000087	지휘관 월리스	
QUEST_LV_0200_20180327_000088	알란은 안오고 왜 자네가 정찰 보고서를 들고 오는 건가?{nl}신병인가?	지휘관 월리스
QUEST_LV_0200_20180327_000089	가이갈라스를 잡아야 집에 돌아갈텐데.{nl}아, 그냥 빨리 집에 가고 싶다.	병사 알란
QUEST_LV_0200_20180327_000090	월리스님은 새발자국 삼거리에 계셔.	병사 알란
QUEST_LV_0200_20180327_000091	누가 뭐라 해도 자넨 신병이야.{nl}명령이다. 케파레이더의 즙을 가져오게.	지휘관 월리스
QUEST_LV_0200_20180327_000092	요즘 녀석들은 배짱이 없어. {nl}자네같은 신병이 좋은 기폭제가 되었으면 좋겠군.	지휘관 월리스
QUEST_LV_0200_20180327_000093	이번 전투는 무조건 우리의 승리일게 분명해.{nl}왜냐고? 부엉이들이 돕겠다고 했거든.	지휘관 월리스
QUEST_LV_0200_20180327_000094	케파레이더는 이아너티스 폭포 근처에 있다.{nl}가이갈라스를 공략하려면 그게 꼭 필요해.	지휘관 월리스
QUEST_LV_0200_20180327_000095	병사 와이즈	
QUEST_LV_0200_20180327_000096	신병이 지금 놀고있는 건가?{nl}렝바스 정원의 더키에게서 기름을 구해와.	병사 와이즈
QUEST_LV_0200_20180327_000097	더키 기름으로 가이갈라스를 유인할 거다.{nl}신병, 놀지 마라.	병사 와이즈
QUEST_LV_0200_20180327_000098	오늘이 가이갈라스의 마지막 날이 될 거다.{nl}신병, 준비 됬나?	병사 와이즈
QUEST_LV_0200_20180327_000099	다음은 렝바스 정원에 사는 크로뉴트의 가죽이다.{nl}빨리 움직여, 신병.	지휘관 월리스
QUEST_LV_0200_20180327_000100	이번엔 반드시 승리할거야.{nl}여신께서 우릴 도우고 계신 게 틀림없으니까.	지휘관 월리스
QUEST_LV_0200_20180327_000101	신병치곤 훌륭하군.{nl}지금은 어수선하니 그 재료들은 일단 자네가 보관하라.{nl}	지휘관 월리스
QUEST_LV_0200_20180327_000102	전투 준비를 하는 동안 자넨 우리 병사들과 인사라도 하는 게 좋겠군.{nl}가이갈라스와 붙기 전에 부르도록 하지.	지휘관 월리스
QUEST_LV_0200_20180327_000103	더키 기름을 태우면 가이갈라스가 그 냄새를 맡고 기어 나올거다.{nl}렝바스 정원이 적당하겠어.	병사 와이즈
QUEST_LV_0200_20180327_000104	가슴이 마구 떨려오는군.{nl}영혼이 마구 고동치는 느낌이야.	병사 와이즈
QUEST_LV_0200_20180327_000105	오래된 부엉이 조각상	
QUEST_LV_0200_20180327_000106	아무도 없는 숲에 어쩐 일이신가요?{nl}	오래된 부엉이 조각상
QUEST_LV_0200_20180327_000107	가이갈라스요?{nl}그냥 쓰러뜨리려면 힘들텐데요.	오래된 부엉이 조각상
QUEST_LV_0200_20180327_000108	여기서 너무나도 많은 죽음을 보았어요.{nl}더 이상의 희생은 보고싶지 않아요.	오래된 부엉이 조각상
QUEST_LV_0200_20180327_000109	이제 케파레이더의 즙과 크로뉴트의 가죽이 필요해요.{nl}	오래된 부엉이 조각상
QUEST_LV_0200_20180327_000110	왜 그걸 가지고 계신거죠?{nl}일단 제게 주세요. 기억의 파편을 만들게요.	오래된 부엉이 조각상
QUEST_LV_0200_20180327_000111	이제 이 기억의 파편으로 잠든 동료들의 기억을 되살릴 거에요.	오래된 부엉이 조각상
QUEST_LV_0200_20180327_000112	기억의 파편 없이는 쓰러뜨리기 힘들어요.{nl}인프로홀더의 뿔을 가져오세요.	오래된 부엉이 조각상
QUEST_LV_0200_20180327_000113	그런데 어째서 그 재료들을 가지고 있죠?	오래된 부엉이 조각상
QUEST_LV_0200_20180327_000114	그들은 이미 이 세상에 없는 사람들이에요.{nl}가이갈라스에 대한 원한으로 그 때의 일을 계속 반복하고 있는 거지요.{nl}	오래된 부엉이 조각상
QUEST_LV_0200_20180327_000115	가이갈라스를 없애면 그들을 달랠 수 있어요.{nl}걱정하는 부엉이에게 가세요.	오래된 부엉이 조각상
QUEST_LV_0200_20180327_000116	걱정하는 부엉이 조각상	
QUEST_LV_0200_20180327_000117	잠들어 있는 동료들을 깨워 그 날의 마법을 완성시킬 수 있도록 도와주세요.{nl}기억의 파편으로요.	걱정하는 부엉이 조각상
QUEST_LV_0200_20180327_000118	동료들도 만족할 거예요.{nl}저는 동료들을 기억하며 이곳에 계속 서 있겠지요.	걱정하는 부엉이 조각상
QUEST_LV_0200_20180327_000119	이제 이쉼티니 진입로로 가시면 가이갈라스를 찾을 수 있어요.{nl}병사들의 원한을 반드시 풀어주세요.	걱정하는 부엉이 조각상
QUEST_LV_0200_20180327_000120	저는 외진 곳에 있었기 때문에 잠들지 않았어요.{nl}하지만 그걸 전부 지켜 보는 건 너무 괴로웠어요.	걱정하는 부엉이 조각상
QUEST_LV_0200_20180327_000121	제 동료들은 병사들을 도와주려던 찰나 당하고 말았어요.{nl}만약 그 때 동료들을 지켰다면, 가이갈라스를 약화시킬 마법이 완성되었겠죠.	걱정하는 부엉이 조각상
QUEST_LV_0200_20180327_000122	예전이 정말 그리워요.{nl}가시나무같은 건 없었거든요.	떠나가는 부엉이 조각상
QUEST_LV_0200_20180327_000123	대왕의 관문까지 가는 길이 안전해지면 사람들도 많이 구경할 수 있겠지요.{nl}	떠나가는 부엉이 조각상
QUEST_LV_0200_20180327_000124	너무 오랫동안 많은 것을 보아왔어요.{nl}이젠 즐거운 것만 보고 싶네요.	정착한 부엉이 조각상
QUEST_LV_0200_20180327_000125	인간의 영혼은 왜 그리 많은 것을 품고 있을까요?	정착한 부엉이 조각상
QUEST_LV_0200_20180327_000126	이러다 몬스터라도 잔뜩 나타나면 답이 없을 겁니다.	병사 도미니크
QUEST_LV_0200_20180327_000127	저흰 대왕의 관문까지 길을 뚫는 작업을 하고 있습니다.{nl}아이언바움은 어떻게 됐는지 혹시 들은 것 있으신가요?	병사 샘슨
QUEST_LV_0200_20180327_000128	한 무리에서 지도자가 되려면 흔들리지 않는 원칙을 가져야 하지.	지휘관 오루크
QUEST_LV_0200_20180327_000129	대왕의 관문까지 길을 뚫는 게 무모한 건 사실이지.{nl}그렇다고 해서 명령에 불복할 순 없어.	지휘관 줄리안
QUEST_LV_0200_20180327_000130	사이는 나빠 보이지만, 두 지휘관님은 의외로 호흡이 잘 맞아요. 	병사 폴터
QUEST_LV_0200_20180327_000131	아무도 없으니 너무 외로워요.{nl}사람은 정말 오랜만이네요.	걱정하는 부엉이 조각상
QUEST_LV_0200_20180327_000132	아무도 없는 숲에 무슨 일이세요?{nl}설마, 다시 길이 뚫렸나요?	걱정하는 부엉이 조각상
QUEST_LV_0200_20180327_000133	감사해요.{nl}병사들도, 제 동료들도 편히 잠들 수 있을 거에요.	걱정하는 부엉이 조각상
QUEST_LV_0200_20180327_000134	팔과 다리에 감각이 없어.{nl}추운 것도 아닌데 기분이 이상해.	병사 알란
QUEST_LV_0200_20180327_000135	가이갈라스를 반드시 무찔러야 한다.{nl}그렇지 않으면 너무 화가 나서 잘 수도 없을 거야.	지휘관 월리스
QUEST_LV_0200_20180327_000136	곧 가이갈라스 사냥을 시작할거야.{nl}흥분되는군.	병사 와이즈
QUEST_LV_0200_20180327_000137	원한이란 건 너무 슬퍼요.{nl}보고만 있어야 하는 것도 너무 슬퍼요.	오래된 부엉이 조각상
QUEST_LV_0200_20180327_000138	사악한 존재들이 날뛰는 한 희생은 계속되겠지요.	오래된 부엉이 조각상
QUEST_LV_0200_20180327_000139	성실한 대장 부엉이 조각상	
QUEST_LV_0200_20180327_000140	정말 고맙습니다. {nl}당신 덕분에 다른 부엉이들도 용기를 얻었을 겁니다.	성실한 대장 부엉이 조각상
QUEST_LV_0200_20180327_000141	약해진 부엉이 조각상	
QUEST_LV_0200_20180327_000142	이미 늦고 말았군요.{nl}여신께선 참 가혹하세요.	약해진 부엉이 조각상
QUEST_LV_0200_20180327_000143	마지막 부탁이 있어요. {nl}떠나간 부엉이들을 불태워 편히 보내 주실 수 있을까요?	약해진 부엉이 조각상
QUEST_LV_0200_20180327_000144	제 동료들이 아우슈리네 여신께 무사히 닿을 수 있을까요?	약해진 부엉이 조각상
QUEST_LV_0200_20180327_000145	정말 감사합니다.{nl}먼저 뉴오더 벌판으로 가는 길에 있는 기름 상자를 가져다 주세요.	약해진 부엉이 조각상
QUEST_LV_0200_20180327_000146	쓰러진 전령	
QUEST_LV_0200_20180327_000147	카틴 숲 입구가 안정되었다고 해서 방심한 제가 잘못입니다.{nl}조금만 쉬고, 캠프로 돌아갈 겁니다.	쓰러진 전령
QUEST_LV_0200_20180327_000148	카틴 숲에는 다른 숲에서 볼 수 없는 것들이 많소.{nl}나무로 깎은 부엉이 상 같은 것들 말이오.	장교 필릭스
QUEST_LV_0200_20180327_000149	전 여기서 좀 더 쉬어야겠습니다.{nl}어디 적당히 숨을 데 없을까.	쓰러진 전령
QUEST_LV_0200_20180327_000150	진짜 캐터프랙트는 누구보다 앞에 나서서 싸우는 전사이지.{nl}하고자 하는 일에 방해되는 건 전부 뚫어버리면 되는 거야.{nl}	캐터프랙트 서브 마스터
QUEST_LV_0200_20180327_000151	마침 적당한 게 하나 떠올랐어.	캐터프랙트 서브 마스터
QUEST_LV_0200_20180327_000152	비테레지나라는 몬스터가 매너클 묘지에서 여행객들을 습격한다나봐.{nl}그 몬스터를 꿰뚫어버리고 온다면 진짜 캐터프랙트가 뭔지 가르쳐 주지.	캐터프랙트 서브 마스터
QUEST_LV_0200_20180327_000153	역시 내가 사람 보는 눈은 있어.{nl}이전보다 더 힘겨울 테니 잘 따라오라고.	캐터프랙트 서브 마스터
QUEST_LV_0200_20180327_000154	드루이드 마스터	
QUEST_LV_0200_20180327_000155	드루이드가 되고 싶다면 그 감각부터 깨워야 할 필요가 있어요.{nl}대련을 통해 자연과 교감할 수 있는 특별한 감각을 일깨워 드리죠.	드루이드 마스터
QUEST_LV_0200_20180327_000156	이곳은 좁으니 광장 공터에서 만나요.	드루이드 마스터
QUEST_LV_0200_20180327_000157	당신은 조금 남다른 감각을 가지고 계시는군요.{nl}제가 드루이드로서 당신을 잘 이끌어 줄 수만 있다면 앞으로가 정말 기대될 거예요.	드루이드 마스터
QUEST_LV_0200_20180327_000158	헌터 추적대장 민츠	
QUEST_LV_0200_20180327_000159	이것 참 머리 아프군.{nl}저 수도사들을 어떻게 설득한다..	헌터 추적대장 민츠
QUEST_LV_0200_20180327_000160	자네. 혹시 에보니폰이라는 자를 본 적이 있나?	헌터 추적대장 민츠
QUEST_LV_0200_20180327_000161	이걸로 일이 잘 풀렸으면 좋겠군.{nl}우리 헌터들은 아무래도 단단히 찍힌 모양이거든.	헌터 추적대장 민츠
QUEST_LV_0200_20180327_000162	잘 되어가고 있소?{nl}좋은 소식을 들고 올 거라고 믿고 있소.	헌터 추적대장 민츠
QUEST_LV_0200_20180327_000163	우리 나타샤를 잘 도와주시오.{nl}다 좋은데 요령이 없는 아이라..	헌터 추적대장 민츠
QUEST_LV_0200_20180327_000164	되도록이면 수도사들과는 충돌없이 해결하고 싶소.{nl}잘 해내리라 믿겠소.	헌터 추적대장 민츠
QUEST_LV_0200_20180327_000165	수도사들이 원하는 건 왠만하면 다 들어주시오.{nl}우리도 할 수 있는 한 힘껏 지원하리다.	헌터 추적대장 민츠
QUEST_LV_0200_20180327_000166	나타샤가 잘 해내고 있다니 다행이군.{nl}라우키메 저습지에서도 잘 부탁하오.	헌터 추적대장 민츠
QUEST_LV_0200_20180327_000167	좋아. 드디어 수도원 수복인건가.{nl}간만에 힘 좀 쓰겠어.	헌터 추적대장 민츠
QUEST_LV_0200_20180327_000168	여기까지 온 것은 다 계시자 덕분이오.{nl}이제 에보니폰만 잘 해결되길 바래야지. 갑시다.	헌터 추적대장 민츠
QUEST_LV_0200_20180327_000169	선임 수도사 포토스	
QUEST_LV_0200_20180327_000170	무슨 일로 찾아오셨습니까?{nl}사정은 여의치 않지만 도울 수 있는 건 힘껏 돕겠습니다.	선임 수도사 포토스
QUEST_LV_0200_20180327_000171	수도원을 찾아 오신 거라면 죄송합니다.{nl}몬스터가 쳐들어오는 바람에 저희도 이 모양입니다.	선임 수도사 포토스
QUEST_LV_0200_20180327_000172	여신께선 모든 이를 따뜻하게 맞이하라 가르치셨건만.{nl}당장 눈 앞의 어려움에 헌터들을 박대하고 말았습니다. 후회스럽군요.	선임 수도사 포토스
QUEST_LV_0200_20180327_000173	그 함정이 에보니폰의 소행이라면 저는 헌터의 편에 설 겁니다.{nl}어떤 변명을 해도 우리 형제들과의 고통과는 맞바꿀 수 없지 않겠습니까.	선임 수도사 포토스
QUEST_LV_0200_20180327_000174	빌티스 숲에는 마르코 형제가, 라우키메 저습지에는 거스님이 계십니다.{nl}그들의 협조 없이는 원장님을 설득하기 힘들 겁니다.{nl}	선임 수도사 포토스
QUEST_LV_0200_20180327_000175	저는 헌터님들을 지지합니다만, 다른 선임 수도사들은 어떨는지 잘 모르겠군요.{nl}하지만 확실한 증거만 있다면 문제 없을 거라 봅니다.	선임 수도사 포토스
QUEST_LV_0200_20180327_000176	수도사 와일리	
QUEST_LV_0200_20180327_000177	형제들이 고통스러워 하는 걸 보니 정말 괴로워요.{nl}최선을 다해 돌보고 있지만 왠지 두렵습니다.	수도사 와일리
QUEST_LV_0200_20180327_000178	저에겐 헌터들이나 수도원보다도 형제들이 우선이에요.{nl}하루 빨리 완쾌하도록 여신께 기도드릴 뿐입니다.{nl}	수도사 와일리
QUEST_LV_0200_20180327_000179	헌터 레이나	
QUEST_LV_0200_20180327_000180	이 숲을 지날 거라면 조심하는 게 좋아요.{nl}사방이 함정이거든요.	헌터 레이나
QUEST_LV_0200_20180327_000181	수도사는 아니신 것 같고.. 혹시 에보니폰에 대해 아시는 것 있나요?{nl}클라페다 인근의 농장에서도 한바탕 했다던데.	헌터 레이나
QUEST_LV_0200_20180327_000182	해독제를 먹어도 마비가 잘 안풀리네요.{nl}하지만 헌터 체면에 임무를 마치기 전엔 돌아갈 수 없죠.	헌터 레이나
QUEST_LV_0200_20180327_000183	에보니폰 한 명 때문에 도대체 몇 명이 고생하는지 모르겠어요.{nl}다른 의미로 참 대단하군요.	헌터 레이나
QUEST_LV_0200_20180327_000184	선임 수도사 마르코	
QUEST_LV_0200_20180327_000185	지금 몬스터가 가득한 수도원에 원장님이 갇혀계시는데 에보니폰 운운..{nl}무례하게 구는 것도 정도가 있지. 그렇지 않습니까?	선임 수도사 마르코
QUEST_LV_0200_20180327_000186	헌터들의 이야기라면 사절하겠습니다.{nl}정말 무례한 사람들입니다.	선임 수도사 마르코
QUEST_LV_0200_20180327_000187	여기까지 비틀대며 걸어오더니 그대로 정신을 잃고 말았습니다.{nl}일단 숨은 쉬고 있는 것 같긴 한데..	선임 수도사 마르코
QUEST_LV_0200_20180327_000188	보로스! 정신 차리세요, 보로스!	선임 수도사 마르코
QUEST_LV_0200_20180327_000189	그 동안 헌터들에게 매몰차게 대한 걸 후회하고 있습니다.{nl}제 결정이 헌터들이게 도움이 된다면 좋겠군요.	선임 수도사 마르코
QUEST_LV_0200_20180327_000190	라우키메 저습지에 계신 거스님까지 꼭 설득하셔야 합니다.{nl}하지만 에보니폰에 대한 확실한 증거가 없으시다니.. 보호 철회는 장담할 수 없군요.	선임 수도사 마르코
QUEST_LV_0200_20180327_000191	헌터 나타샤	
QUEST_LV_0200_20180327_000192	설득이란건 참 어렵군요.{nl}누군가 도움을 주셨으면 참 좋겠습니다만.	헌터 나타샤
QUEST_LV_0200_20180327_000193	이럴 때 민츠 대장님은 어떻게 하셨을까..	헌터 나타샤
QUEST_LV_0200_20180327_000194	그들이 하자고 하는 건 왠만하면 전부 도와주십시오.{nl}헌터들도 도울 수 있는 건 최대한 돕겠습니다.	헌터 나타샤
QUEST_LV_0200_20180327_000195	처음부터 수도원 수복을 돕겠다고 제안했었어야 했는데..{nl}너무 성급했습니다.	헌터 나타샤
QUEST_LV_0200_20180327_000196	이 분은 제가 돌볼 테니 너무 걱정 마시고 라우키메 저습지로 먼저 가 계십시오.	헌터 나타샤
QUEST_LV_0200_20180327_000197	라우키메 저습지는 글라데 언덕길로 다시 돌아가야 합니다.{nl}가는 길에 민츠 대장님께 중간 보고를 부탁드립니다.	헌터 나타샤
QUEST_LV_0200_20180327_000198	헌터 바스틸	
